PERIOD,DATE,PLOT,MND,ID No,SPP,AGE,SEX,SUB,CNT
F99,10/10/99,PK,PM,PM71,TRKI,A,M,GRND,2
F99,10/10/99,PK,PM,PM71,TRPA,A,F,GRND,1
F99,10/10/99,PK,PM,PM78,AGDE,A,M,SCBR2,1
F99,10/10/99,PK,PM,PM78,MEAZ,A,F,ARPU,1
F99,10/10/99,PK,PM,PM78,TRKI,A,F,GRND,1
F99,10/10/99,PK,PM,PM78,TRKI,3,N,GRND,1
F99,10/10/99,PK,PM,PM78,TRKI,A,M,GRND,1
F99,10/10/99,PK,PM,PM78,XACO,1,N,GRND,1
F99,10/10/99,PK,PN,PN126,AGDE,A,F,SCBR2,1
F99,10/10/99,PK,PN,PN126,AUFE,A,M,BOBA,1
F99,10/10/99,PK,PN,PN126,AUFE,A,M,GRND,1
F99,10/10/99,PK,PN,PN126,MEAZ,A,M,SAKA,1
F99,10/10/99,PK,PN,PN126,PSSP,2,N,SCBR2,1
F99,10/10/99,PK,PN,PN126,TRPA,A,M,GRND,1
F99,10/10/99,PK,PN,PN126,TRPA,A,F,GRND,1
F99,10/10/99,PK,PN,PN126,XACO,A,M,GRND,1
F99,10/10/99,PK,PN,PN133,AGDE,A,M,SCBR2,1
F99,10/10/99,PK,PN,PN133,AGDE,A,F,GRND,1
F99,10/10/99,PK,PN,PN133,AGDE,A,M,SCBR2,1
F99,10/10/99,PK,PN,PN133,TRPA,A,F,GRND,1
F99,10/10/99,PK,PN,PN140,AGDE,A,F,BOER,1
F99,10/10/99,PK,PN,PN140,AGDE,A,M,GRND,1
F99,10/10/99,PK,PN,PN140,ARPS,A,F,BOER,1
F99,10/10/99,PK,PN,PN140,ERSI,A,F,HIJA,1
F99,10/10/99,PK,PN,PN140,ERSI,A,M,BOER,1
F99,10/10/99,PK,PN,PN140,PAPA,A,F,BOER,1
F99,10/10/99,PK,PN,PN140,PAPA,A,M,BOER,1
F99,10/10/99,PK,PN,PN140,PAPA,A,M,BOER,1
F99,10/10/99,PK,PN,PN140,PAPA,A,M,BOER,1
F99,10/10/99,PK,PN,PN140,PAPA,A,F,BOER,1
F99,10/10/99,PK,PN,PN181,AGDE,A,M,GRND,1
F99,10/10/99,PK,PN,PN181,AGDE,A,F,SCBR2,1
F99,10/10/99,PK,PN,PN181,AMCO,A,M,BOGR,1
F99,10/10/99,PK,PN,PN181,ERSI,A,F,BOGR,1
F99,10/10/99,PK,PN,PN181,ERSI,A,M,ARDI,1
F99,10/10/99,PK,PN,PN181,TRCA,A,F,GRND,2
F99,10/10/99,PK,PN,PN181,TRPA,A,M,GRND,1
F99,10/10/99,PK,PN,PN181,TRPA,A,M,GRND,1
F99,10/10/99,PK,PN,PN181,TRPA,A,F,GRND,1
F99,10/10/99,PK,PN,PN205,ERSI,A,F,BOER,1
F99,10/10/99,PK,PN,PN205,MELA,A,F,APRA,1
F99,10/10/99,PK,PN,PN205,PAPA,A,F,SPCO,1
F99,10/10/99,PK,PN,PN205,PAPA,A,F,BOER,1
F99,10/10/99,PK,PN,PN220,AGDE,A,M,ERPU,1
F99,10/10/99,PK,PN,PN220,HATR,A,M,GRND,1
F99,10/10/99,PK,PN,PN220,MELA,A,F,APRA,1
F99,10/10/99,PK,PN,PN220,TRCA,A,M,GRND,3
F99,10/10/99,PK,PN,PN220,TRPA,A,M,GRND,1
F99,10/10/99,PK,PN,PN237,DABI,A,M,APRA,1
F99,10/10/99,PK,PN,PN237,HATR,A,F,GRND,1
F99,10/10/99,PK,PN,PN237,MEAZ,A,M,SEMU,1
F99,10/10/99,PK,PN,PN237,MELA,A,M,APRA,1
F99,10/10/99,PK,PN,PN237,MELA,A,F,APRA,1
F99,10/10/99,PK,PN,PN237,PAPA,A,M,SPCO,1
F99,10/10/99,PK,PN,PN237,TRCA,A,F,GRND,1
F99,10/10/99,PK,PN,PN237,TRPA,A,M,GRND,1
F99,10/10/99,PK,PN,PN249,AGDE,A,F,BOGR,1
F99,10/10/99,PK,PN,PN249,AUFE,A,F,BOGR,1
F99,10/10/99,PK,PN,PN249,MELA,A,F,CHIN,1
F99,10/10/99,PK,PN,PN249,PAPA,A,F,BOER,1
F99,10/10/99,PK,PN,PN251,ARPS,A,M,GRND,1
F99,10/10/99,PK,PN,PN251,HATR,A,M,GRND,1
F99,10/10/99,PK,PN,PN251,MELA,A,M,ERAB,1
F99,10/10/99,PK,PN,PN251,TRPA,A,M,GRND,1
F99,10/10/99,PK,PN,PN251,TRPA,A,F,GRND,1
F99,10/10/99,PK,PN,PN263,AGDE,A,M,GRND,1
F99,10/10/99,PK,PN,PN263,AGDE,A,M,GRND,1
F99,10/10/99,PK,PN,PN263,AGDE,A,M,GRND,1
F99,10/10/99,PK,PN,PN263,AMCO,A,M,HIJA,1
F99,10/10/99,PK,PN,PN263,AMCO,A,M,SPCO,1
F99,10/10/99,PK,PN,PN263,ERSI,A,M,HIJA,1
F99,10/10/99,PK,PN,PN263,HATR,A,M,GRND,1
F99,10/10/99,PK,PN,PN263,MELA,A,F,MELE,1
F99,10/10/99,PK,PN,PN263,PAPA,A,F,HIJA,1
F99,10/10/99,PK,PN,PN263,PAPA,A,F,HIJA,1
F99,10/10/99,PK,PN,PN263,TRPA,A,M,GRND,1
F99,10/10/99,PK,PN,PN263,TRPA,A,F,GRND,1
F99,10/10/99,PK,PN,PN263,TRPA,A,F,GRND,1
F99,10/10/99,PK,PN,PN275,AGDE,A,M,SCBR2,1
F99,10/10/99,PK,PN,PN275,ERSI,A,F,HIJA,1
F99,10/10/99,PK,PN,PN275,HATR,A,F,GRND,1
F99,10/10/99,PK,PN,PN275,TRCA,A,M,GRND,1
F99,10/10/99,PK,PN,PN275,TRFO,A,F,SPHA,1
F99,10/10/99,PK,PN,PN275,TRPA,A,F,GRND,1
F99,10/10/99,PK,PN,PN290,AGDE,A,M,BOER,1
F99,10/10/99,PK,PN,PN290,AUFE,A,M,GRND,1
F99,10/10/99,PK,PN,PN290,HATR,A,M,GRND,1
F99,10/10/99,PK,PN,PN290,MEAZ,A,F,SPHA,1
F99,10/10/99,PK,PN,PN290,MELA,A,M,SPHA,1
F99,10/10/99,PK,PN,PN290,TRFO,A,M,TILA,1
F99,10/10/99,PK,PN,PN290,TRFO,A,M,SPHA,1
F99,10/10/99,PK,PN,PN290,TRPA,A,M,GRND,1
F99,10/10/99,PK,PN,PN290,TRPA,A,M,GRND,1
F99,10/10/99,PK,PN,PN290,TRPA,A,F,GRND,1
F99,10/10/99,PK,PN,PN299,AGDE,A,M,SCBR2,1
F99,10/10/99,PK,PN,PN299,AGDE,A,F,GRND,1
F99,10/10/99,PK,PN,PN299,ARCO,A,F,GRND,1
F99,10/10/99,PK,PN,PN299,AUFE,A,F,GRND,1
F99,10/10/99,PK,PN,PN299,MEAZ,A,F,MASP,1
F99,10/10/99,PK,PN,PN299,PSSP,1,N,SCBR2,1
F99,10/10/99,PK,PN,PN299,XACO,A,F,GRND,1
F99,10/10/99,PK,PN,PN300,ARCO,A,F,GRND,1
F99,10/10/99,PK,PN,PN300,ARCO,A,M,GRND,1
F99,10/10/99,PK,PN,PN300,ARCO,A,M,GRND,1
F99,10/10/99,PK,PN,PN300,PSDE,A,F,GRND,1
F99,10/10/99,PK,PN,PN300,PSDE,A,F,SCBR2,1
F99,10/10/99,PK,PN,PN300,PSDE,A,M,GRND,1
F99,10/10/99,PK,PN,PN300,PSDE,A,M,GRND,1
F99,10/10/99,PK,PN,PN300,PSDE,A,M,GRND,1
F99,10/10/99,PK,PN,PN300,PSDE,A,F,GRND,1
F99,10/10/99,PK,PN,PN300,PSTE,A,M,MUAR2,1
F99,10/10/99,PK,PN,PN312,ARCO,A,M,GRND,1
F99,10/10/99,PK,PN,PN312,ARCO,A,M,GRND,1
F99,10/10/99,PK,PN,PN312,COOC,A,M,GRND,1
F99,10/10/99,PK,PN,PN312,PSDE,A,F,GRND,1
F99,10/10/99,PK,PN,PN312,PSDE,A,M,GRND,1
F99,10/10/99,PK,PN,PN312,XACO,A,M,GRND,1
F99,10/10/99,PK,PN,PN312,XACO,A,F,GRND,1
F99,10/10/99,PK,PN,PN316,ARCO,A,M,GRND,1
F99,10/10/99,PK,PN,PN316,ARCO,A,F,GRND,1
F99,10/10/99,PK,PN,PN316,PSDE,A,M,SCBR,1
F99,10/10/99,PK,PN,PN316,PSDE,A,F,GRND,1
F99,10/10/99,PK,PN,PN316,PSDE,A,M,BOER,1
F99,10/10/99,PK,PN,PN316,XACO,A,M,GRND,1
F99,10/10/99,PK,PN,PN36,ARCO,A,F,GRND,1
F99,10/10/99,PK,PN,PN36,COOC,3,N,SCBR,1
F99,10/10/99,PK,PN,PN36,PSDE,A,F,SCBR,1
F99,10/10/99,PK,PN,PN36,XACO,A,M,GRND,1
F99,10/10/99,PK,PN,PN370,PSDE,A,M,GRND,1
F99,10/10/99,PK,PN,PN370,PSDE,A,F,GRND,1
F99,10/10/99,PK,PN,PN370,PSDE,A,M,SCBR,1
F99,10/10/99,PK,PN,PN370,XACO,A,F,GRND,1
F99,10/10/99,PK,PN,PN71,ARCO,A,M,GRND,2
F99,10/10/99,PK,PN,PN71,PSDE,A,M,ARPU,1
F99,10/10/99,PK,PN,PN71,PSDE,A,F,SCBR,1
F99,10/10/99,PK,PN,PN71,PSDE,A,M,SCBR,1
F99,10/10/99,PK,PN,PN71,PSDE,A,F,GRND,1
F99,10/10/99,PK,PN,PN71,PSDE,A,F,SCBR,1
F99,10/10/99,PK,PN,PN71,PSDE,A,F,GRND,1
F99,10/10/99,PK,PN,PN71,XACO,A,M,GRND,1
F99,10/10/99,PK,PN,PN78,PSDE,A,F,GRND,1
F99,10/10/99,PK,PN,PN78,PSDE,A,M,GRND,1
F99,10/10/99,PK,PN,PN78,PSDE,A,M,SCBR,1
F99,10/10/99,PK,PN,PN78,PSDE,A,F,SCBR,1
F99,10/10/99,PK,PN,PN78,PSDE,A,M,GRND,1
F99,10/10/99,PK,PN,PN78,XACO,A,M,GRND,1
F99,10/10/99,PK,PN,PN78,XACO,A,M,GRND,1
F99,10/10/99,PK,PN,PN78,XACO,A,F,GRND,1
F99,10/10/99,PK,PN,PN78,XACO,A,M,GRND,1
S00,05/28/00,K,KM,KM2,TRPA,A,M,GRND,2
S00,05/28/00,K,KM,KM2,TRPA,A,F,GRND,3
S00,05/28/00,K,KM,KM4,PSSP,2,N,ERPU,2
S00,05/28/00,K,KM,KM5,TRPA,A,F,GRND,2
S00,05/28/00,K,KM,KM5,TRPA,A,M,GRND,4
S00,05/28/00,K,KM,KM53,MEAZ,A,M,SCBR2,1
S00,05/28/00,K,KM,KM53,MEGL,A,F,SCBR2,1
S00,05/28/00,K,KM,KM55,TRKI,A,F,GRND,1
S00,05/28/00,K,KM,KM55,TRPA,A,F,GRND,1
S00,05/28/00,K,KM,KM55,TRPA,A,F,GRND,1
S00,05/28/00,K,KM,KM55,TRPA,A,F,GRND,1
S00,05/28/00,K,KM,KM56,BRMA,A,F,KAPA,1
S00,05/28/00,K,KM,KM56,MEAZ,A,F,KAPA,1
S00,05/28/00,K,KM,KM56,TRME,A,M,GRND,1
S00,05/28/00,K,KM,KM57,AUFE,A,M,SCBR2,1
S00,05/28/00,K,KM,KM57,MEAZ,A,M,SCBR2,1
S00,05/28/00,K,KM,KM57,MEAZ,A,F,SCBR2,1
S00,05/28/00,K,KM,KM57,PSSP,2,N,SCBR2,1
S00,05/28/00,K,KM,KM57,PSSP,2,N,SCBR2,1
S00,05/28/00,K,KM,KM7,MEAZ,A,F,SCBR2,1
S00,05/28/00,K,KM,KM7,MEGL,A,F,SCBR2,1
S00,05/28/00,K,KM,KM7,PSSP,2,N,SCBR2,1
S00,05/28/00,K,KM,KM7,TRPA,A,F,GRND,2
S00,05/28/00,K,KM,KM9,AUFE,A,M,GRND,1
S00,05/28/00,K,KM,KM9,MELA,A,M,SCBR2,1
S00,05/28/00,K,KM,KM9,PSSP,2,N,MUAR,1
S00,05/28/00,K,KM,KM9,TRPA,A,M,GRND,1
S00,05/28/00,K,KN,KN1,MEAZ,A,M,SAKA,1
S00,05/28/00,K,KN,KN1,MELA,A,M,TILA,1
S00,05/28/00,K,KN,KN1,MELA,A,M,SAKA,1
S00,05/28/00,K,KN,KN1,TRKI,A,F,GRND,1
S00,05/28/00,K,KN,KN1,TRPA,A,M,GRND,1
S00,05/28/00,K,KN,KN10,COCR,3,N,SCBR2,1
S00,05/28/00,K,KN,KN10,PSDE,A,F,SCBR2,1
S00,05/28/00,K,KN,KN10,PSDE,A,M,GRND,1
S00,05/28/00,K,KN,KN10,PSDE,3,N,SCBR2,1
S00,05/28/00,K,KN,KN10,PSDE,A,M,GRND,1
S00,05/28/00,K,KN,KN10,PSDE,A,M,GRND,1
S00,05/28/00,K,KN,KN10,XACO,A,F,GRND,1
S00,05/28/00,K,KN,KN11,COSP,2,N,SCBR2,1
S00,05/28/00,K,KN,KN11,COSP,3,N,SCBR2,1
S00,05/28/00,K,KN,KN11,PSDE,A,M,GRND,1
S00,05/28/00,K,KN,KN11,PSDE,A,M,GRND,1
S00,05/28/00,K,KN,KN12,AGDE,1,N,SCBR2,1
S00,05/28/00,K,KN,KN12,AGDE,1,N,SCBR2,1
S00,05/28/00,K,KN,KN12,COSP,2,N,SCBR2,1
S00,05/28/00,K,KN,KN12,PAPA,2,N,SCBR2,1
S00,05/28/00,K,KN,KN12,PSDE,A,M,SCBR2,1
S00,05/28/00,K,KN,KN12,PSDE,A,M,GRND,1
S00,05/28/00,K,KN,KN12,PSDE,A,M,SCBR2,1
S00,05/28/00,K,KN,KN12,PSDE,A,M,SCBR2,1
S00,05/28/00,K,KN,KN12,PSDE,A,F,SCBR2,1
S00,05/28/00,K,KN,KN12,XACO,A,M,GRND,1
S00,05/28/00,K,KN,KN12,XACO,A,M,GRND,1
S00,05/28/00,K,KN,KN12,XACO,A,F,GRND,2
S00,05/28/00,K,KN,KN13,AGDE,1,N,SCBR2,1
S00,05/28/00,K,KN,KN13,COSP,3,N,SCBR2,1
S00,05/28/00,K,KN,KN13,COSP,3,N,SCBR2,1
S00,05/28/00,K,KN,KN13,COSP,3,N,SCBR2,1
S00,05/28/00,K,KN,KN19,PAPA,1,N,SCBR2,1
S00,05/28/00,K,KN,KN19,PAPA,2,N,SPCR,1
S00,05/28/00,K,KN,KN19,PSDE,A,F,GRND,1
S00,05/28/00,K,KN,KN19,PSDE,A,F,GRND,1
S00,05/28/00,K,KN,KN19,PSDE,A,M,SCBR2,1
S00,05/28/00,K,KN,KN19,XACO,A,F,GRND,1
S00,05/28/00,K,KN,KN19,XACO,A,F,GRND,1
S00,05/28/00,K,KN,KN2,COSP,2,N,SCBR2,1
S00,05/28/00,K,KN,KN2,COSP,3,N,ARPU,1
S00,05/28/00,K,KN,KN2,PAPA,1,N,SCBR2,1
S00,05/28/00,K,KN,KN2,PAPA,A,M,GRND,1
S00,05/28/00,K,KN,KN2,PSDE,A,F,GRND,1
S00,05/28/00,K,KN,KN2,PSDE,A,M,GRND,1
S00,05/28/00,K,KN,KN2,PSDE,A,M,GRND,1
S00,05/28/00,K,KN,KN20,AUSP,1,N,SCBR2,1
S00,05/28/00,K,KN,KN20,ERSI,A,M,HIJA,1
S00,05/28/00,K,KN,KN20,PAPA,2,N,SPCR,1
S00,05/28/00,K,KN,KN20,PAPA,2,N,HIJA,1
S00,05/28/00,K,KN,KN20,PAPA,2,N,BOER4,1
S00,05/28/00,K,KN,KN20,PAPA,2,N,ARPU,2
S00,05/28/00,K,KN,KN20,PSDE,A,M,GRND,1
S00,05/28/00,K,KN,KN20,PSDE,A,M,SCBR2,1
S00,05/28/00,K,KN,KN21,COSP,3,N,ERPU,1
S00,05/28/00,K,KN,KN21,PAPA,2,N,SCBR2,2
S00,05/28/00,K,KN,KN21,PSDE,A,M,ERPU,1
S00,05/28/00,K,KN,KN21,TRPA,A,M,GRND,2
S00,05/28/00,K,KN,KN21,XACO,A,F,GRND,1
S00,05/28/00,K,KN,KN23,COSP,3,N,BOER4,1
S00,05/28/00,K,KN,KN23,ERSI,2,N,BOER4,1
S00,05/28/00,K,KN,KN23,ERSI,3,N,BOGR2,1
S00,05/28/00,K,KN,KN23,ERSI,A,F,BOGR2,1
S00,05/28/00,K,KN,KN23,PAPA,2,N,BOER4,1
S00,05/28/00,K,KN,KN23,PAPA,2,N,BOER4,1
S00,05/28/00,K,KN,KN23,PSDE,A,M,GRND,1
S00,05/28/00,K,KN,KN23,PSDE,A,M,BOGR2,1
S00,05/28/00,K,KN,KN23,PSDE,A,F,SCBR2,1
S00,05/28/00,K,KN,KN23,XACO,A,M,GRND,1
S00,05/28/00,K,KN,KN23,XACO,A,F,GRND,1
S00,05/28/00,K,KN,KN24,ARCO,A,F,GRND,1
S00,05/28/00,K,KN,KN24,ARCO,A,M,GRND,1
S00,05/28/00,K,KN,KN24,COOC,A,F,GRND,1
S00,05/28/00,K,KN,KN24,COOC,A,M,BOER4,1
S00,05/28/00,K,KN,KN24,COOC,A,F,BOGR2,1
S00,05/28/00,K,KN,KN24,COSP,3,N,BOGR2,1
S00,05/28/00,K,KN,KN24,ERSI,1,N,BOER4,1
S00,05/28/00,K,KN,KN24,ERSI,A,M,BOER4,1
S00,05/28/00,K,KN,KN24,ERSI,A,F,HIJA,1
S00,05/28/00,K,KN,KN24,PAPA,1,N,BOER4,1
S00,05/28/00,K,KN,KN24,PAPA,2,N,BOER4,1
S00,05/28/00,K,KN,KN24,PAPA,2,N,BOER4,1
S00,05/28/00,K,KN,KN24,PAPA,2,N,BOER4,1
S00,05/28/00,K,KN,KN24,PAPA,2,N,BOER4,1
S00,05/28/00,K,KN,KN24,PAPA,2,N,BOER4,3
S00,05/28/00,K,KN,KN24,PSDE,A,F,BOER4,1
S00,05/28/00,K,KN,KN24,PSDE,A,M,BOER4,1
S00,05/28/00,K,KN,KN24,PSDE,A,M,BOGR2,1
S00,05/28/00,K,KN,KN24,PSDE,A,M,BOGR2,1
S00,05/28/00,K,KN,KN24,PSDE,A,F,BOGR2,1
S00,05/28/00,K,KN,KN24,PSTE,A,M,GRND,1
S00,05/28/00,K,KN,KN3,MEAZ,A,M,TILA,1
S00,05/28/00,K,KN,KN3,PSSP,2,N,SCBR2,1
S00,05/28/00,K,KN,KN3,TRKI,A,M,GRND,1
S00,05/28/00,K,KN,KN3,TRKI,A,F,GRND,1
S00,05/28/00,K,KN,KN4,AUFE,A,F,GRND,1
S00,05/28/00,K,KN,KN4,AUFE,A,F,GRND,1
S00,05/28/00,K,KN,KN4,MEAZ,A,F,TILA,1
S00,05/28/00,K,KN,KN4,MELA,A,M,TILA,1
S00,05/28/00,K,KN,KN4,TRKI,A,F,GRND,1
S00,05/28/00,K,KN,KN4,TRKI,A,M,GRND,2
S00,05/28/00,K,KN,KN5,AMCO,A,F,PAOB,1
S00,05/28/00,K,KN,KN5,AUEL,A,F,ARPU,1
S00,05/28/00,K,KN,KN5,ERSI,A,M,ARPU,1
S00,05/28/00,K,KN,KN5,ERSI,A,M,PAOB,1
S00,05/28/00,K,KN,KN5,PSSP,2,N,SCBR2,1
S00,05/28/00,K,KN,KN53,ERSI,A,M,ARHA,1
S00,05/28/00,K,KN,KN53,ERSI,A,F,ARHA,1
S00,05/28/00,K,KN,KN53,TRKI,A,F,GRND,1
S00,05/28/00,K,KN,KN55,AUFE,A,M,SCBR2,1
S00,05/28/00,K,KN,KN55,ERSI,A,F,ARHA,1
S00,05/28/00,K,KN,KN55,MEAZ,A,M,SCBR2,1
S00,05/28/00,K,KN,KN55,MEAZ,A,F,SAKA,1
S00,05/28/00,K,KN,KN55,MELA,A,M,SAKA,1
S00,05/28/00,K,KN,KN55,PSSP,2,N,SCBR2,1
S00,05/28/00,K,KN,KN55,PSSP,2,N,SCBR2,1
S00,05/28/00,K,KN,KN55,PSSP,2,N,SCBR2,1
S00,05/28/00,K,KN,KN55,TRKI,A,M,GRND,1
S00,05/28/00,K,KN,KN56,AUFE,A,F,SCBR2,1
S00,05/28/00,K,KN,KN56,ERSI,A,M,SPCR,1
S00,05/28/00,K,KN,KN56,MEAZ,A,M,CHIN,1
S00,05/28/00,K,KN,KN56,MEAZ,A,F,SAKA,2
S00,05/28/00,K,KN,KN56,MELA,A,M,SAKA,1
S00,05/28/00,K,KN,KN56,PSSP,2,N,SCBR2,1
S00,05/28/00,K,KN,KN57,AUFE,A,F,GRND,1
S00,05/28/00,K,KN,KN57,TRPA,A,M,GRND,1
S00,05/28/00,K,KN,KN7,MEAZ,A,M,SPCR,1
S00,05/28/00,K,KN,KN7,MEAZ,A,F,SPHA,1
S00,05/28/00,K,KN,KN7,MEAZ,A,M,SAKA,2
S00,05/28/00,K,KN,KN9,AUFE,A,M,ERPU,1
S00,05/28/00,K,KN,KN9,MEAZ,A,M,SAKA,1
S00,05/28/00,K,KN,KN9,MEAZ,A,F,SAKA,1
S00,05/28/00,K,KN,KN9,PAPA,A,F,BOER,1
S00,05/28/00,K,KN,KN9,TRPA,A,F,GRND,1
S00,05/28/00,PK,PM,PM126,DABI,A,M,TILA,1
S00,05/28/00,PK,PM,PM126,ERSI,A,M,BOGR,1
S00,05/28/00,PK,PM,PM126,HEVI,A,M,GUSA,1
S00,05/28/00,PK,PM,PM133,PSDE,A,F,GRND,1
S00,05/28/00,PK,PM,PM133,TRPA,A,F,GRND,1
S00,05/28/00,PK,PM,PM140,COOC,A,F,SCBR2,1
S00,05/28/00,PK,PM,PM140,COOC,A,M,SCBR2,1
S00,05/28/00,PK,PM,PM140,PSDE,A,F,SCBR2,1
S00,05/28/00,PK,PM,PM140,PSDE,A,F,SCBR2,1
S00,05/28/00,PK,PM,PM140,PSTE,A,M,SCBR2,1
S00,05/28/00,PK,PM,PM181,ERSI,A,F,ARPU,1
S00,05/28/00,PK,PM,PM181,PSDE,A,F,SCBR2,1
S00,05/28/00,PK,PM,PM205,COOC,3,N,SCBR2,1
S00,05/28/00,PK,PM,PM205,PSDE,A,F,GRND,1
S00,05/28/00,PK,PM,PM205,PSDE,A,M,GRND,1
S00,05/28/00,PK,PM,PM205,PSDE,A,M,SCBR2,2
S00,05/28/00,PK,PM,PM205,PSDE,A,F,SCBR2,2
S00,05/28/00,PK,PM,PM205,PSTE,A,M,GRND,1
S00,05/28/00,PK,PM,PM220,ERSI,A,F,ARPU,1
S00,05/28/00,PK,PM,PM220,PSDE,A,M,GRND,1
S00,05/28/00,PK,PM,PM220,PSDE,A,M,GRND,1
S00,05/28/00,PK,PM,PM220,TRPA,A,M,GRND,1
S00,05/28/00,PK,PM,PM220,XACO,A,M,GRND,1
S00,05/28/00,PK,PM,PM237,ARCO,A,M,GRND,1
S00,05/28/00,PK,PM,PM237,COOC,A,M,SCBR2,1
S00,05/28/00,PK,PM,PM237,PSDE,A,M,SCBR2,1
S00,05/28/00,PK,PM,PM237,PSDE,A,F,SCBR2,1
S00,05/28/00,PK,PM,PM237,PSDE,A,F,SCBR2,1
S00,05/28/00,PK,PM,PM237,PSDE,A,M,SCBR2,1
S00,05/28/00,PK,PM,PM237,PSDE,A,F,GRND,1
S00,05/28/00,PK,PM,PM249,ARCO,A,F,GRND,1
S00,05/28/00,PK,PM,PM249,PSDE,A,F,GRND,1
S00,05/28/00,PK,PM,PM249,PSDE,A,M,GRND,1
S00,05/28/00,PK,PM,PM249,TRPA,A,M,GRND,1
S00,05/28/00,PK,PM,PM251,PSDE,A,M,GRND,1
S00,05/28/00,PK,PM,PM251,PSDE,A,F,SCBR2,1
S00,05/28/00,PK,PM,PM251,XACO,A,F,GRND,1
S00,05/28/00,PK,PM,PM263,COOC,A,M,GRND,1
S00,05/28/00,PK,PM,PM263,PSDE,A,M,GRND,1
S00,05/28/00,PK,PM,PM275,AMCO,A,F,SPCR,1
S00,05/28/00,PK,PM,PM275,PSDE,A,M,GRND,1
S00,05/28/00,PK,PM,PM290,ARCO,A,M,GRND,1
S00,05/28/00,PK,PM,PM290,COOC,A,F,SCBR2,1
S00,05/28/00,PK,PM,PM290,PSDE,A,F,SPCR,1
S00,05/28/00,PK,PM,PM290,TRPA,A,F,GRND,1
S00,05/28/00,PK,PM,PM299,ARCO,A,F,GRND,1
S00,05/28/00,PK,PM,PM299,DABI,A,M,BOGR,1
S00,05/28/00,PK,PM,PM300,COOC,A,F,ERPU,1
S00,05/28/00,PK,PM,PM300,COOC,A,F,SCBR2,1
S00,05/28/00,PK,PM,PM300,XACO,A,F,GRND,1
S00,05/28/00,PK,PM,PM300,XACO,A,M,GRND,2
S00,05/28/00,PK,PM,PM312,COOC,A,F,ERPU,1
S00,05/28/00,PK,PM,PM312,COOC,A,M,ERPU,1
S00,05/28/00,PK,PM,PM318,AGDE,A,M,SCBR2,1
S00,05/28/00,PK,PM,PM318,PAPA,A,F,MUAR2,1
S00,05/28/00,PK,PM,PM318,TRPA,A,M,GRND,2
S00,05/28/00,PK,PM,PM36,AGDE,A,F,HIJA,1
S00,05/28/00,PK,PM,PM36,ERSI,A,M,SCBR2,1
S00,05/28/00,PK,PM,PM36,TRPA,A,F,GRND,1
S00,05/28/00,PK,PM,PM36,TRPA,A,M,GRND,1
S00,05/28/00,PK,PM,PM36,XACO,1,N,GRND,1
S00,05/28/00,PK,PM,PM36,XACO,1,N,GRND,1
S00,05/28/00,PK,PM,PM370,AGDE,A,F,SCBR2,1
S00,05/28/00,PK,PM,PM370,ARPS,A,M,GRND,1
S00,05/28/00,PK,PM,PM71,AGDE,A,M,GRND,1
S00,05/28/00,PK,PM,PM71,AGDE,A,F,SCBR2,1
S00,05/28/00,PK,PM,PM71,AGDE,A,M,SCBR2,1
S00,05/28/00,PK,PM,PM71,TRPA,3,N,GRND,1
S00,05/28/00,PK,PM,PM78,AGDE,A,F,GRND,1
S00,05/28/00,PK,PM,PM78,ARPS,A,M,GRND,1
S00,05/28/00,PK,PM,PM78,ERSI,2,N,ARPU,1
S00,05/28/00,PK,PM,PM78,MEAZ,A,F,SAKA,1
S00,05/28/00,PK,PM,PM78,PAPA,A,F,SCBR2,1
S00,05/28/00,PK,PN,PN126,MEAZ,A,F,KAPA,1
S00,05/28/00,PK,PN,PN126,MEAZ,A,M,SCBR2,1
S00,05/28/00,PK,PN,PN126,MELA,A,F,SAKA,1
S00,05/28/00,PK,PN,PN126,PSSP,2,N,GRND,1
S00,05/28/00,PK,PN,PN126,PSSP,2,N,GRND,1
S00,05/28/00,PK,PN,PN133,ERSI,A,F,ARHA,1
S00,05/28/00,PK,PN,PN133,MELA,A,F,MATA,2
S00,05/28/00,PK,PN,PN133,PSSP,2,N,SCBR2,1
S00,05/28/00,PK,PN,PN133,TRPA,A,M,GRND,1
S00,05/28/00,PK,PN,PN133,TRPA,A,F,GRND,1
S00,05/28/00,PK,PN,PN140,AGDE,A,M,GRND,1
S00,05/28/00,PK,PN,PN140,MEAR,A,M,SAKA,2
S00,05/28/00,PK,PN,PN140,MELA,A,M,TILA,1
S00,05/28/00,PK,PN,PN140,MELA,A,F,CHIN,1
S00,05/28/00,PK,PN,PN140,TRFO,A,M,TILA,1
S00,05/28/00,PK,PN,PN140,TRPA,A,F,GRND,1
S00,05/28/00,PK,PN,PN140,XACO,A,F,GRND,1
S00,05/28/00,PK,PN,PN181,AGDE,A,M,GRND,1
S00,05/28/00,PK,PN,PN181,TRFO,A,M,SOEL,1
S00,05/28/00,PK,PN,PN181,TRPA,A,F,GRND,1
S00,05/28/00,PK,PN,PN205,AGDE,A,M,GRND,1
S00,05/28/00,PK,PN,PN205,AGDE,A,F,BOER,1
S00,05/28/00,PK,PN,PN205,AMCO,A,M,BOGR,1
S00,05/28/00,PK,PN,PN205,MEAZ,A,F,ZIGR,1
S00,05/28/00,PK,PN,PN205,PAPA,A,M,BOER,1
