og_id,global_id,portal_id,file_id,filecount,lter,title,alt_id,owner,metadata_date,year_only,no_temporal_info,start_date,end_date,duration,current,separator,merge_file,merge_id,subset_name,sampled_locations,conv_access,potential_tie,taxa_resolution,spatial_rep,temporal_rep,pop_data,add_for_upload,uploaded,combinded_file_name,site_metadata,temp_int,quality,taxa,data_type,descriptor,study_type,num_spp,comm_data,multi_trophic,env_data_file,habitat_data_file,space_data_file,coor_sys,projection,lat,long,summarized,num_sites,num_treatment_levels,treatment_type,exp_maintainence,spatial_replication,num_levels_of_replication,rep_lev1,rep_lev2,rep_lev3,rep_lev4,notes,linked,data_obj_count,api_file
429,45,knb-lter-sev.23.121704,sev023_rabbitpopns_20150310.txt,,SEV," Rabbit Population Dynamics in Chihuahuan Desert Grasslands and Shrublands at the Sevilleta National Wildlife Refuge, New Mexico (1992- ) ",23," Parmenter, Robert ",0,0,0,1/20/92,3/6/15,,1,,,,,,1,,,,,1,,,,http://sev.lternet.edu/data/sev-23,season:yr,low,mammal,count,,obs,3,yes,no,,,,,,,,,1,0,habitat,none,yes,1,4,0,0,0,"distance sampling; can estimate density as number of rabbits per square kilometer; site (1 large area), section (4 sections of road for the site, 21.5 mile route)",,1,
431,46,knb-lter-sev.231.176381,sev231_nppnutnetquadrat_20150820.txt,,SEV," Effects of Multiple Resource Additions on Community and Ecosystem Processes: NutNet NPP Quadrat Sampling at the Sevilleta National Wildlife Refuge, New Mexico (2007-present) ",231," Collins, Scott ",0,0,,5/13/08,4/23/15,,1,,,,,,1,,,,,1,,,,http://sev.lternet.edu/data/sev-231,season:yr,low,plant,per_cover,,exp,68,yes,no,,,,,,,,,1,8,resource,maintained,yes,1,5,0,0,0,"site (1), treatment( 8 treatment levels), replicates ( 5 per treatment)",,1,
435,47,knb-lter-sev.236.257686 ,sev236_pdog_captures_20150630.txt,,SEV," Gunnison's Prairie Dog Restoration Experiment (GPDREx): Population Dynamics within Grasslands at the Sevilleta National Widlife Refuge, New Mexico ",236," Davidson, AnaBaker, Stephanie ",0,0,0,6/8/10,6/5/15,,1,,,,,,0,,,,,1,,,,http://sev.lternet.edu/data/sev-236,season:yr,low,mammal,mark-recapture,,exp,1,no,no,,,,,,,,,-999,2,consumer,maintained,yes,-999,-999,-999,-999,-999,error in file; see site metadata for description of study ,238;239,1,
436,48,knb-lter-sev.238.226091,sev238_pdogvegcover_20150625.txt,,SEV," Gunnison's Prairie Dog Restoration Experiment (GPDREx): Vegetation Cover Data from the Sevilleta National Wildlife Refuge, New Mexico ",238," Davidson, AnaBaker, Stephanie ",0,0,0,9/26/11,4/16/15,,1,,,,,,1,,,,,1,,,,http://sev.lternet.edu/data/sev-238,season:yr,low,plant,per_cover,,exp,111,yes,yes,,,,,,,,,1,2,consumer,maintained,yes,2,2,40,0,0,"site (1), paired-plot (2, small mammal reintroduction or control), quadrats (40 per plot)",236;239,1,
452,49,knb-lter-sev.253.219268 ,sev253_nppfluxquadrat_20150819.txt,,SEV," Biome Transition Along Elevational Gradients in New Mexico (SEON) Study: Flux Tower Net Primary Productivity (NPP) Quadrat Study at the Sevilleta National Wildlife Refuge, New Mexico (2011- present) ",253," Litvak, Marcy ",0,0,0,5/4/11,4/23/15,,1,,,,,,1,,,,,1,,,,http://sev.lternet.edu/data/sev-253,season:yr,low,plant,per_cover,,exp,60,yes,no,,,,,,,,,-999,2,fire,see site_metadata,yes,-999,-999,-999,-999,-999,,254,1,
455,50,knb-lter-sev.257.208279,sev257_pdog_trapping_20140701.txt,,SEV," Gunnison's Prairie Dog Relocation Project: Population Dynamics within Grasslands at the Sevilleta National Widlife Refuge, New Mexico (2005-2014) ",257," Davidson, Ana ",0,0,0,6/23/05,5/5/14,,0,,,,,,1,,,,,1,,,,http://sev.lternet.edu/node/6426,season:yr,low,mammal,mark-resight,,exp,1,no,no,,,,,,,,,-999,2,consumer,maintained,yes,-999,-999,-999,-999,-999,see site metadata for description of study and levels of replication,,1,
465,51,knb-lter-sev.266.180462 ,sev266_Konza-KrugersppcompKruger_03142012.txt,,SEV, Kruger Species Composition: Konza-Kruger Fire-Grazing Project (2006-2010) ,266," Knapp, AlanSmith, MelindaBlair, JohnCollins, ScottBurkepile, DeronKirkman, Kevin ",0,1,0,1/1/06,1/1/10,,0,,,,,,0,,,,,1,,,,http://sev.lternet.edu/data/sev-266,yr,low,plant,per_cover,,exp,108,yes,no,,,,,,,,,-999,see site_metadata,fire,see site_metadata,yes,-999,-999,-999,-999,-999,see site metadata for description of study and levels of replication,,1,
466,52,knb-lter-sev.267.196138,sev267_Konza-KrugersppcompKonza_03142012.txt,,SEV, Konza Species Composition: Konza-Kruger Fire-Grazing Project (2006-2010) ,267," Knapp, AlanSmith, MelindaBlair, JohnCollins, ScottBurkepile, DeronKirkman, Kevin ",0,1,0,1/1/06,1/1/10,,0,,,,,,1,,,,,1,,,,http://sev.lternet.edu/data/sev-267,yr,low,plant,per_cover,,exp,143,yes,no,,,,,,,,,-999,see site_metadata,fire,see site_metadata,yes,-999,-999,-999,-999,-999,see site metadata for description of study and levels of replication,,1,
499,53,knb-lter-sev.278.245672,sev278_npppinjquadrat_20150819.txt,,SEV," Pinon-Juniper (Core Site) Quadrat Data for the Net Primary Production Study at the Sevilleta National Wildlife Refuge, New Mexico (2003-present ) ",278," Muldavin, Esteban ",0,0,0,3/11/03,5/6/15,,1,,,,,,1,,,,,1,,,,http://sev.lternet.edu/node/1718,season:yr,low,plant,per_cover,,obs,169,yes,no,,,,,,,,,1,4,habitat,none,yes,1,10,0,0,0,"site (1), treatment (4, different habitat types), quadrants (10 per treatment",157;206,1,
514,54,knb-lter-sev.29.175390,sev029_arthropop_02162009.txt,,SEV," Ground Arthropod Community Survey in Grassland, Shrubland, and Woodland at the Sevilleta National Wildlife Refuge, New Mexico (1992-2004) ",29," Lightfoot, David ",0,0,0,3/11/92,12/15/04,,0,,,,,,0,,,,,1,,,,http://sev.lternet.edu/data/sev-29,bimonthly,high,arthropod,count,,obs,-999,yes,no,,,,,,,,,4,0,habitat,none,yes,2,5,6,0,0,,,1,
523,55,knb-lter-sev.297.233742,sev297_edgequadrat_20150818.txt,,SEV," Extreme Drought in Grassland Ecosystems (EDGE) Net Primary Production Quadrat Data at the Sevilleta National Wildlife Refuge, New Mexico (2012-present) ",297," Collins, Scott ",0,0,0,10/1/12,10/31/14,,1,,,,,,1,,,,,1,,,,http://sev.lternet.edu/data/sev-297,season:yr,low,plant,per_cover,,exp,72,yes,no,,,,,,,,,2,3,habitat;precip,maintained,yes,2,10,4,0,0,"sites (2), blocks (10 per site), treatments (3 levels per block), , quadrats (4 per treatment)",298,1,
541,56,knb-lter-sev.35.70310,see AND project TD023,,SEV," Long-term Intersite Decomposition Team (LIDET) Plant Litter Data at the Sevilleta National Wildlife Refuge, New Mexico (1990-2001) ",35," White, Carleton ",,,,,,,,,,,,,,,,,,,,,,http://sev.lternet.edu/data/sev-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
545,57,knb-lter-sev.49.130517,sev049_coyotescat_01192006.txt,,SEV," Coyote Scat Survey in the Chihuahuan Desert Grasslands and Creosote Shrublands at the Sevilleta National Wildlife Refuge, New Mexico (1992-2002) ",49," Parmenter, Robert ",0,0,0,1/24/92,7/31/02,,0,,,,,,0,,,,,1,,,,http://sev.lternet.edu/data/sev-49,season:yr,low,mammal,count,,obs,1,no,no,,,,,,,,,1,0,habitat,none,yes,1,4,0,0,0,"scat count; site (1), section(4 sections of road within the SEV surveyed)",,1,
556,58,knb-lter-sev.8.297289 ,sev008_rodentpopns_20150615.txt,,SEV," Small Mammal Mark-Recapture Population Dynamics at Core Research Sites at the Sevilleta National Wildlife Refuge, New Mexico (1989- ) ",8," Newsome, Seth ",0,1,0,1/1/89,1/1/15,,1,,,,,,0,,,,,1,,,,http://sev.lternet.edu/data/sev-8,season:yr,low,mammal,distance-sampling,,obs,-999,yes,no,,,,,,,,,6,0,habitat,none,yes,2,5,144,0,0,"error reading file; site (6), webs (up to 5 per site), traps (144 per web)",,1,
557,59, knb-lter-sev.81.185474 ,sev081_waterbalance_03022011.txt,,SEV," Water Balance Modeling Project at the Sevilleta National Wildlife Refuge, New Mexico: Vegetation Plot Data (1995-1998) ",81," Milne, BruceYang, Yuelong ",0,0,0,7/24/95,8/17/98,,0,,,,,,1,,,,,1,,,,http://sev.lternet.edu/data/sev-81,month,low,plant,per_cover,,obs,181,yes,no,,,,,,,,,3,0,habitat,none,yes,2,121,0,0,0,"site (3), quadrats (121 per site, 11 x 11 matrix of rows)",,1,
559,60,knb-lter-sev.88.122261,sev088_smesant_04102009.txt,,SEV," Small Mammal Exclosure Study (SMES) Ant Data from Chihuahuan Desert Grassland and Shrubland at the Sevilleta National Wildlife Refuge, New Mexico (1995-2005) ",88," Lightfoot, David ",0,0,0,10/4/95,9/24/05,,0,,,,,,1,,,,,1,,,,http://sev.lternet.edu/data/sev-88,yr,low,arthropod,count,,exp,9,yes,no,,,,,,,,,2,3,consumer,maintained,yes,1,4,0,0,0,"site (2), blocks (4 per site), treatment (3 levels per block); ant mound counted within each treatment x block combo",,1,
560,61,knb-lter-sev.9.277527 ,sev009_reptilepopns_09072011.txt,,SEV," Reptile Populations at the Sevilleta National Wildlife Refuge, New Mexico (1989-1990) ",9," Snell, Howard ",0,0,0,3/1/89,9/1/91,,0,,,,,,1,,,,,1,,,,http://sev.lternet.edu/data/sev-9,season:yr,low,herpetofauna,mark-recapture,,obs,27,yes,no,,,,,,,,,12,0,habitat,none,yes,2,12,24,0,0,"site (12), webs (12 per site), pitfall traps (24 per web); Not all specimens in mark recapture were released. Data quality may be very low.",,1,
566,62,knb-lter-sev.88.122261,sev097_smesquad_09082011.txt,,SEV," Small Mammal Exclosure Study (SMES) Vegetation Data from the Chihuahuan Desert Grassland and Shrubland at the Sevilleta National Wildlife Refuge, New Mexico (1995-2009) ",97," Lightfoot, David ",0,0,0,5/2/95,4/14/09,,0,,,,,,0,,,,,1,,,,http://sev.lternet.edu/data/sev-97,season:yr,low,plant,per_cover,,exp,136,yes,no,,,,,,,,,2,3,consumer,maintained,yes,3,4,36,0,0,"site(2), blocks(4 per site), treatments (3 per block), quadrats (36 per block x treatment combo)",,1,
572,63,knb-lter-sgs.141.17,SGS_LTER_LongTermWebVegetation_LTMntrVegWebsStrc.txt,,SGS," SGS-LTER Long-Term Monitoring Project : Vegetation Cover and Structure on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1999 -2006, ARS Study Number 118",,,0,1,0,1/1/99,1/1/06,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/83458,yr,low,plant,density,,obs,1,yes,yes,,,,,,,,,2,0,habitat,none,yes,3,3,3,10,0,"density could be estimated for 1 species from data; site(2 habitat types), webs (3 per site), transect (3 per web), point (10 per transect)",,1,
574,64,knb-lter-sgs.140.17,SGS_LTER_LongTermWebVegetation_LTMntrVegWebsCov.txt,,SGS," SGS-LTER Long-Term Monitoring Project : Vegetation Cover and Structure on Small Mammal Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1999 -2006, ARS Study Number 118",,,0,1,0,1/1/99,1/1/06,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/83458,yr,low,plant,per_cover,,obs,139,yes,no,,,,,,,,,2,0,habitat,none,yes,3,3,3,10,0,"site(2 habitat types), webs (3 per site), transect (3 per web), point (10 per transect)",,1,
575,65,knb-lter-sgs.700.1,SGS_LTR_anpp.txt,,SGS," SGS-LTER Standard Production Data : 1983-2008 Annual Aboveground Net Primary Production on the Central Plains Experimental Range, Nunn, Colorado, USA 1983-2008, ARS Study Number 6",,,0,0,0,8/15/83,8/15/08,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/81141,yr,low,plant,density,,exp,90,yes,yes,,,,,,,,,6,2,consumer,see site_metadata,yes,2,3,10,0,0,"density= gram/quarter meter squared; site(6 sites, 2 ungrazed and 4 grazed), transect (3 plots per site),  point (10 per transect)",,1,
594,66,not available,SGS_LTER_OpenTopChamber_cover.txt,,SGS,"Open Top Chamber Experiment Carbon Dioxide (CO2) Elevation Experiment at the Central Plains Experimental Range, Nunn, Colorado, USA",,,0,0,0,4/28/97,10/28/01,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/82454,,low,plant,per_cover,,exp,81,yes,no,,,,,,,,,-999,3,co2,see site_metadata,yes,1,3,0,0,0,blocks (3 ),,1,
605,67,not available,SGS_LTER_Avian_Ryder_avrcpwd.txt,,SGS,"SGS-LTER Avian Road Counts, Breeding Bird Survey, on the Pawnee National Grassland in eastern Colorado, USA",,,0,0,0,7/2/68,6/13/90,,0,,,,,,1,,,,,0,,,,http://hdl.handle.net/10217/82150,irregular,low,bird,count,,obs,73,yes,no,,,,,,,,see site_metadata,see site_metadta,,,,see site_metadata,-999,-999,-999,-999,-999,,,1,
607,68,not available,SGS_LTER_Avian_Ryder_avrd9402.txt,,SGS,"SGS-LTER Avian Road Counts, Breeding Bird Survey, on the Pawnee National Grassland in eastern Colorado, USA",,,0,0,0,5/17/94,6/30/02,,0,,,,,,1,,,,,0,,,,http://hdl.handle.net/10217/82150,month:yr,low,bird,count,,obs,68,yes,no,,,,,,,,,1,,,,yes,1,3,0,0,0,"site(1 state), routes (3 routes per state)",,1,
609,69,not available,BOGRRmvlDnsty.txt,,SGS,"SGS-LTER Bouteloua gracilis removal experiment vegetation data (ARS #155) on the Central Plains Experimental Range, Nunn, Colorado, USA",,,0,0,0,6/15/97,6/15/06,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/77676,yr,low,plant,density,,exp,73,yes,yes,,,,,,,,,5,2,consumer;removal,see site_metadata,yes,1,2,0,0,0,"sites (5), treatments (4 levels, grazing and disturbance), subplot (2 per grazing/disturbance treatment)",,1,
610,70,,BOGRRmvlPntIntrcpt-2.txt,,SGS,"SGS-LTER Bouteloua gracilis removal experiment vegetation data (ARS #155) on the Central Plains Experimental Range, Nunn, Colorado, USA",,,0,0,0,6/15/97,6/15/05,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/77676,yr,low,plant,basal_cover,,exp,41,yes,yes,,,,,,,,,5,2,consumer;removal,see site_metadata,yes,1,2,0,0,0,"sites (5), treatments (4 levels, grazing and disturbance), subplot (2 per grazing/disturbance treatment)",,1,
616,71,knb-lter-sgs.130.18,SGS_LTER_GrubKill_grubr.txt,,SGS,"SGS-LTER Disturbance intensity and above- and belowground herbivory effects on long-term recovery of shortgrass steppe on the Central Plains Experimental Range, Nunn, Colorado, USA 1977-1990",,,0,1,0,1/1/77,1/1/90,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/83444,yr,low,plant,desnity;basal_cover,,exp,86,yes,yes,,,,,,,,,-999,-999,consumer;disturbance,see site_metadata,yes,-999,-999,-999,-999,-999,,,1,
622,72,not available,SGS_LTER_EcosystemStressArea_ESA_density.txt,,SGS,"SGS-LTER Ecosystem Stress Area : Long-term dataset following nutrient enrichment stress on the Central Plains Experimental Range in Nunn, Colorado, USA, ARS Study Number 3",,,0,1,0,1/1/75,1/1/11,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/83317,irregular,low,plant,density,,exp,123,yes,yes,,,,,,,,,-999,5,precip;resource,see site_metdata,yes,-999,-999,-999,-999,-999,one area has a herbivor treatment,,1,
626,73,not available,SGS_LTER_EcosystemStressArea_ESA_PtFrame.txt,,SGS,"SGS-LTER Ecosystem Stress Area : Long-term dataset following nutrient enrichment stress on the Central Plains Experimental Range in Nunn, Colorado, USA, ARS Study Number 3",,,0,1,0,1/1/82,1/1/07,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/83317,,low,plant,basal_cover,,exp,53,yes,yes,,,,,,,,,-999,5,precip;resource,see site_metadata,yes,-999,-999,-999,-999,-999,,,1,
629,74,knb-lter-sgs.527.1,SGS_LTER_GZTX_aboveground_BasalCover.txt,,SGS,"SGS-LTER Effects of grazing on ecosystem structure and function (GZTX): Vegetation measurements on the Central Plains Experimental Range, Nunn, Colorado, USA 1992-2008, ARS Study Number 32",,,0,1,0,1/1/92,1/1/08,,0,,,,,,1,,,,,1,,,,https://dspace.library.colostate.edu/handle/10217/85591,yr,low,plant,basal_cover,,exp,80,yes,yes,,,,,,,,,6,5,grazing;removal,see site_metadata,yes,1,20,0,0,0,"site (6), treatment (up to 5 treatments per site), plot (twenty plots per treatment level)",,1,
639,75,knb-lter-sgs.529.1,SGS_LTER_GZTX_aboveground_Density.txt,,SGS,"SGS-LTER Effects of grazing on ecosystem structure and function (GZTX): Vegetation measurements on the Central Plains Experimental Range, Nunn, Colorado, USA 1992-2008, ARS Study Number 32",,,0,1,0,1/1/92,1/1/08,,0,,,,,,1,,,,,1,,,,https://dspace.library.colostate.edu/handle/10217/85591,yr,low,plant,density,,exp,76,yes,yes,,,,,,,,,5,5,grazing;removal,see site_metadata,yes,1,45,0,0,0,"denisty= see site_metadata; site (5), treatment (up to 5 treatments per site), plot (up to 45 plots per treatment)",,1,
640,76,knb-lter-sgs.542.1,SGS_LTER_X-site_AG_Biomass.txt,,SGS,"SGS-LTER Effects of water and nitrogen additions on plants in shortgrass ecosystems on the Central Plains Experimental Range, Nunn, Colorado, USA 1997-2011, ARS Study Number 143",,William Lauenroth,0,1,0,1/1/97,1/1/11,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/85629,biennial ,low,plant,above_biomass,,exp,94,yes,no,,,,,,,,,-999,4,precip;resource,see site_metadata,yes,2,2,10,0,0,"blocks(2), treatment (4 per block), plot (10 per treatment)",,1,
642,77,knb-lter-sgs.544.1__,SGS_LTER_X-site_DensityCover.txt,,SGS,"SGS-LTER Effects of water and nitrogen additions on plants in shortgrass ecosystems on the Central Plains Experimental Range, Nunn, Colorado, USA 1997-2011, ARS Study Number 143",,William Lauenroth,0,1,0,1/1/98,1/1/10,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/85629,biennial ,low,plant,density;basal_cover,,exp ,117,yes,no,,,,,,,,,-999,4,precip;resources,see site_metadata,yes,2,2,10,0,0,,,1,
669,78,knb-lter-sgs.541.1,SGS_LTER_Humus_Density.txt,,SGS,"SGS-LTER Impact of Labile and Recalcitrant Carbon Treatments on Plant Communities in a Semiarid Ecosystem on the Central Plains Experimental Range, Nunn, Colorado, USA 1997-2012, ARS Study Number 3",,,0,1,0,1/1/97,1/1/12,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/85547,yr,low,plant,density,,exp,119,yes,no,,,,,,,,,-999,10,precip;resource,see site_metadata,yes,1,2,0,0,0,"density= number of species rooted within the square meter plot; blocks (2), treatment1 (4 historical treatments per block), treatment2 (6 subplot treatments per treatment1)",,1,
671,79,knb-lter-sgs.539.1,SGS_LTER_Humus_canopyCover.txt,,SGS,"SGS-LTER Impact of Labile and Recalcitrant Carbon Treatments on Plant Communities in a Semiarid Ecosystem on the Central Plains Experimental Range, Nunn, Colorado, USA 1997-2012, ARS Study Number 3",,,0,1,0,1/1/06,1/1/12,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/85547,yr,low,plant,canopy_cover,,exp,68,yes,no,,,,,,,,,-999,10,precip;resosurce,see site_metadata,yes,2,2,4,0,0," blocks (2), treatment1 (4 historical treatments per block), treatment2 (6 subplot treatments per treatment1), quadrat (4 per subplot)",,1,
672,80,knb-lter-sgs.540.1,SGS_LTER_Humus_basalCover.txt,,SGS,"SGS-LTER Impact of Labile and Recalcitrant Carbon Treatments on Plant Communities in a Semiarid Ecosystem on the Central Plains Experimental Range, Nunn, Colorado, USA 1997-2012, ARS Study Number 3",,,0,1,0,1/1/97,1/1/12,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/85547,yr,low,plant,basal_cover,,exp,68,yes,no,,,,,,,,,-999,10,precip;resource,see site_metadata,yes,1,2,0,0,0,"blocks (2), treatment1 (4 historical treatments per block), treatment2 (6 subplot treatments per treatment1)",,1,
674,81,knb-lter-sgs.133.17,SGS_LTER_LongTermCatenaArthropods_LT_arth_catena.txt,,SGS,"SGS-LTER Live arthropod pitfall trapping across a double catena on the Central Plains Experimental Range, Nunn, Colorado, USA 1995-1998",,,0,0,0,5/11/95,9/10/98,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/83402,month:yr,low,arthropod,count,,obs,18,yes,no,,,,,,,,,4,0,habitat,none,yes,1,90,0,0,0,"more organisms than 18 species, just ID'ed at a higher taxonomic level; site (4 areas of different habitat type), trap (90 per site)",,1,
678,82,knb-lter-sgs.135.17,SGS_LTER_LongTermCanids_LTMntrCarnScatCnt.txt,,SGS,"SGS-LTER Long-term Monitoring Project : Carnivore Scat Count on the Central Plains Experimental Range, Nunn, Colorado, USA 1997 -2006, ARS Study Number 98",,,0,0,0,7/1/94,10/1/06,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/83392,season:yr,low,mammal,count,,obs,4,yes,no,,,,,,,,,-999,-999,see site_metadata,see site_metadata,see site_metadata,-999,-999,-999,-999,-999,scat count,,1,
682,83,knb-lter-sgs.137.17,SGS_LTER_LongTermWebRodents_LTMntrSmlMamWebs.txt,,SGS,"SGS-LTER Long-Term Monitoring Project : Small Mammals on Trapping Webs on the Central Plains Experimental Range, Nunn, Colorado, USA 1994 -2006, ARS Study Number 118",,,0,0,0,9/1/94,9/1/06,,0,,,,,,1,,,,,1,,,,http://hdl.handle.net/10217/83452,season:yr,low,mammal,count,,obs,12,yes,no,,,,,,,,,2,0,habitat,none,yes,2,3,124,0,0,"site (2, different habitat types), webs (3 per site), traps (124 per web)",,1,
