"SITE","DATE","TRAPDAY","TAG","SPECIES","FATE","SEX","TESTES","VAGINA","NIPPLES","PREGNANT","MASS","STATION","CAPNUM","SEASON","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","count"
"T4","03/22/15",2,"G3149",4,1,"1","1",NA,NA,NA,"94","16",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/22/15",2,"G3150",4,1,"1","1",NA,NA,NA,"68","9",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/22/15",2,"G3151",4,1,"2",NA,"2","1",NA,"65","6",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/22/15",2,"G3152",4,1,"2",NA,"1","1",NA,"51","12",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","03/22/15",2,"G3153",4,1,"1","1",NA,NA,NA,"53","2",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","03/22/15",3,"G3154",2,1,"2",NA,"1","1",NA,"13","18",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","03/22/15",3,"G3155",4,1,"1","2",NA,NA,NA,"82","8",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/22/15",3,"G3156",4,1,"1","2",NA,NA,NA,"73","6",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/22/15",3,"G3157",4,1,"2",NA,"1","1",NA,"66","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/22/15",3,"G3158",2,1,"1","1",NA,NA,NA,"13","2",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","09/15/15",1,"G3176",4,1,"2",NA,"1","1",NA,"46","22",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/15/15",1,"G3177",4,1,"2",NA,"1","1",NA,"47","14",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/15/15",1,"G3178",2,1,"1","3",NA,NA,NA,"13","11",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","09/15/15",2,"G3178",2,2,"1","3",NA,NA,NA,"13","11",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","09/15/15",1,"G3179",4,1,"2",NA,"1","1",NA,"65","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","09/15/15",1,"G3180",4,1,"1","2",NA,NA,NA,"78","6",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","09/15/15",3,"G3180",4,2,"1","2",NA,NA,NA,"78","4",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","09/15/15",1,"G3181",4,1,"1","3",NA,NA,NA,"57","2",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/15/15",2,"G3182",2,1,"1","1",NA,NA,NA,"14","25",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","09/15/15",2,"G3183",4,1,"1","2",NA,NA,NA,"47","19",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/15/15",2,"G3184",2,1,"1","3",NA,NA,NA,"21","7",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","09/15/15",3,"G3184",2,2,"1","3",NA,NA,NA,"21","9",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","09/15/15",2,"G3185",4,1,"1","3",NA,NA,NA,"62","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","09/15/15",2,"G3186",4,1,"1","2",NA,NA,NA,"78","6",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","09/15/15",2,"G3187",2,1,"2",NA,"1","2",NA,"19","1",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","09/15/15",3,"G3187",2,2,"2",NA,"1","2",NA,"19","1",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","09/15/15",2,"G3188",4,1,"2",NA,"1","2",NA,"69","3",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/15/15",3,"G3189",2,1,"1","2",NA,NA,NA,"11","21",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","09/15/15",3,"G3190",4,1,"2",NA,"1","2",NA,"58","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/15/15",3,"G3191",2,1,"2",NA,"1","2",NA,"16","18",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","09/15/15",3,"G3192",4,1,"1","1",NA,NA,NA,"48","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/15/15",3,"G3193",2,1,"1","1",NA,NA,NA,"17","17",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","09/15/15",3,"G3194",4,1,"2",NA,"2","2",NA,"57","14",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/03/97",3,"3301",4,1,"1","2",NA,NA,NA,"52","30",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/03/97",3,"3302",2,1,"2",NA,"1","1",NA,"12","26",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","12/03/97",3,"3303",4,1,"2",NA,"1","1",NA,"27","23",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/03/97",3,"3304",4,1,"1","1",NA,NA,NA,"27","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/03/97",3,"3305",2,1,"2",NA,"1","1",NA,"11","21",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/03/97",3,"3306",2,1,"2",NA,"2","1",NA,"14","20",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/03/97",3,"3307",4,1,"2",NA,"1","1",NA,"33","16",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/03/97",3,"3309",2,1,"1","2",NA,NA,NA,NA,"11",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","04/29/98",2,"3309",2,2,"1","1",NA,NA,NA,"17","12",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","12/03/97",3,"3310",2,1,"2",NA,"1","1",NA,"13","5",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/03/97",3,"3311",4,1,"2",NA,"1","1",NA,"27","4",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/03/97",3,"3312",4,1,"2",NA,"1","1",NA,"40","73",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/03/97",3,"3313",4,1,"1","1",NA,NA,NA,"26","72",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/03/97",3,"3314",4,1,"1","1",NA,NA,NA,"40","39",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/03/97",3,"3315",4,1,"2",NA,"1","1",NA,"33","32",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/03/97",3,"3316",2,1,"2",NA,"2","1",NA,"10","5",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/03/97",3,"3317",2,1,"2",NA,"1","1",NA,"9","3",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/03/97",3,"Z3318",2,1,"2",NA,"1","1",NA,"9","4",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/03/97",3,"3319",2,1,"2",NA,"1","1",NA,"10","11",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","12/03/97",3,"3329",6,1,"2",NA,"1","1",NA,"55","9",1,"Autumn","Rodentia","Muridae","Rattus","norvegicus",1
"T4","12/03/97",3,"3461",4,1,"1","2",NA,NA,NA,"56","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/03/97",3,"Z3468",6,1,"2",NA,NA,NA,NA,"220","14",1,"Autumn","Rodentia","Muridae","Rattus","norvegicus",1
"T1","12/03/97",3,"3669",4,1,"1","1",NA,NA,NA,"70","68",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/29/98",3,"3672",2,1,"1","1",NA,NA,NA,"17","45",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","12/03/97",3,"3693",2,1,"2",NA,"1","1",NA,"10","7",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","12/03/97",3,"3695",4,1,"2",NA,"1","1",NA,"33","17",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/03/97",3,"3697",4,1,"2",NA,"1","1",NA,"44","12",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/29/98",2,"3697",4,2,"2",NA,"1","2",NA,"66","13",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/03/97",3,"3698",4,1,"2",NA,"1","1",NA,"51","2",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/03/97",3,"3700",2,1,"2",NA,"1","1",NA,"19","14",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","04/29/98",3,"Z3938",4,1,"1","2",NA,NA,NA,"85","26",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/29/98",2,"3939",2,1,"1","1",NA,NA,NA,"15","20",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/29/98",3,"3939",2,2,"1","1",NA,NA,NA,"15","20",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/29/98",2,"3940",4,1,"2",NA,"2","1",NA,"40","19",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","04/29/98",2,"3941",4,1,"1","1",NA,NA,NA,"60","18",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/29/98",3,"3942",2,1,"2",NA,"1","2",NA,"14","43",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","04/29/98",3,"3943",4,1,"1","1",NA,NA,NA,"84","31",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/29/98",3,"3944",4,1,"1","1",NA,NA,NA,"60","27",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/29/98",3,"3945",4,6,"2",NA,"1","2",NA,"53","25",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/29/98",3,"3946",4,1,"1","3",NA,NA,NA,"71","7",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/29/98",3,"3947",2,1,"1","2",NA,NA,NA,"20","3",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/29/98",3,"3950",2,1,"2",NA,"1","1","1","20","12",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/29/98",3,"Z3978",4,1,"1","3",NA,NA,NA,"55","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","04/29/98",1,"A4116",2,1,"2",NA,"1","2",NA,"23","5",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/93",3,"4653",4,2,"1","1","0","0","0","66","73",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/93",3,"4654",4,2,"1","1","0","0","0","61","69",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/05/94",2,"4654",4,2,"1","3","0","0","0","75","68",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/17/93",1,"4851",2,1,"1","3","0","0","0","17","4",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/93",1,"4853",4,1,"1","3","0","0","0","69","73",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/93",1,"4854",4,1,"1","3","0","0","0","70","67",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/93",1,"4856",2,1,"1","3","0","0","0","17","60",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/93",1,"4857",4,1,"2","0","1","1","0","43","42",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/93",1,"4858",2,1,"2","0","1","1","0","13","8",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/93",1,"4859",2,1,"1","3","0","0","0","18","7",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/93",3,"4859",2,2,"1","3","0","0","0","18","8",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",1,"4860",2,1,"1","2","0","0","0","12","16",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",1,"4861",4,1,"1","3","0","0","0","54","25",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",1,"4862",4,1,"2","0","1","1","0","38","42",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",1,"4863",4,1,"1","2","0","0","0","49","47",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",1,"4864",2,1,"1","1","0","0","0","8","54",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",1,"4865",2,1,"2","0","1","1","0","15","61",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",1,"4866",4,1,"1","3","0","0","0","72","65",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",2,"4866",4,2,"1","3","0","0","0","75","61",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",1,"4867",2,1,"1","3","0","0","0","13","72",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",1,"4868",2,1,"2","0","1","1","0","13","79",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/03/97",3,"5000",2,1,"1","1",NA,NA,NA,"14","10",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/28/95",3,"5063",6,1,"2","0","1","1","0","110","5",1,"Autumn","Rodentia","Muridae","Rattus","norvegicus",1
"T5","11/28/95",3,"5064",4,1,"2","0","1","1","0","36","10",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/28/95",3,"5065",2,6,"2","0","1","1","0","10","11",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/28/95",3,"5066",4,1,"2","0","1","2","0","31","14",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/28/95",3,"5067",2,1,"2","0","1","1","0","13","19",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/28/95",3,"5068",4,1,"2","0","1","2","0","33","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/28/95",3,"5069",2,6,"2","0","1","2","0","14","22",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/28/95",3,"5070",6,1,"2","0","2","1","0","93","25",1,"Autumn","Rodentia","Muridae","Rattus","norvegicus",1
"T5","11/28/95",3,"5071",4,1,"2","0","1","1","0","39","27",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/28/95",3,"5072",4,1,"2","0","1","1","0","70","33",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",3,"5073",4,1,"2","0","1","2","0","49","7",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",3,"5075",4,1,"1","1","0","0","0","60","10",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",3,"5076",2,1,"2","0","1","1","0","21","12",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","11/28/95",3,"5078",4,1,"1","1","0","0","0","49","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",3,"5079",4,1,"2","0","1","1","0","45","19",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",3,"5080",4,1,"1","1","0","0","0","39","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",3,"5081",4,1,"2","0","2","2","0","50","81",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",3,"5082",4,1,"1","1","0","0","0","60","71",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",3,"5083",4,1,"2","0","1","1","0","28","73",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",3,"5084",2,6,"2","0","1","1","0","15","79",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/28/95",3,"5085",4,1,"1","1","0","0","0","55","71",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",3,"5086",2,1,"2","0","1","1","0","13","70",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/28/95",3,"5087",2,1,"2","0","1","1","0","10","63",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/28/95",3,"5088",4,1,"2","0","1","1","0","28","54",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",3,"5089",4,1,"1","1","0","0","0","50","45",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",3,"5090",4,1,"2","0","1","1","0","45","26",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",3,"5091",4,1,"1","3","0","0","0","70","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",3,"5092",4,1,"1","1","0","0","0","32","17",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",3,"5093",4,1,"1","1","0","0","0","44","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",3,"5094",2,1,"2","0","1","2","0","17","12",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",3,"5095",2,1,"2","0","1","1","0","12","4",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",3,"5096",2,1,"1","1","0","0","0","17","5",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",3,"5097",4,1,"1","1","0","0","0","41","8",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",3,"5098",4,1,"1","1","0","0","0","44","10",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",3,"5099",2,1,"2","0","1","1","0","13","11",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",3,"5100",2,1,"2","0","1","2","0","17","14",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",1,"5101",4,1,"2","0","2","1","0","34","77",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",1,"5102",4,1,"2","0","2","1","0","22","75",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",1,"5103",4,1,"2","0","1","2","0","47","62",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",2,"5103",4,2,"2","0","1","2","0","47","60",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",3,"5103",4,2,"2","0","1","2","0","47","58",3,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",1,"5104",4,1,"1","1","0","0","0","36","60",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",1,"5105",4,1,"2","0","1","1","0","35","59",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",1,"5106",4,1,"1","1","0","0","0","38","32",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",1,"5107",2,1,"1","1","0","0","0","12","27",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",1,"5108",2,1,"1","1","0","0","0","14","19",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",1,"5109",2,1,"1","2","0","0","0","21","14",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",2,"5109",2,2,"1","2","0","0","0","21","14",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",3,"5109",2,2,"1","2","0","0","0","21","13",3,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",1,"5110",2,1,"2","0","1","1","0","10","10",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",1,"5111",2,1,"1","1","0","0","0","16","9",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",3,"5111",2,2,"1","1","0","0","0","16","7",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",1,"5112",2,1,"1","1","0","0","0","12","8",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",1,"5113",2,1,"2","0","1","1","0","12","7",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",2,"5113",2,2,"2","0","1","1","0","12","7",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",1,"5114",4,1,"1","1","0","0","0","52","5",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",3,"5114",4,2,"1","1","0","0","0","52","9",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",1,"5115",2,1,"1","1","0","0","0","13","4",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/28/95",1,"5116",4,1,"1","1","0","0","0","38","13",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",1,"5117",4,1,"1","1","0","0","0","36","17",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",1,"5118",4,1,"2","0","1","3","0","70","48",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/28/95",3,"5118",4,2,"2","0","1","3","0","70","45",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",1,"5119",2,1,"1","1","0","0","0","13","21",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","11/28/95",1,"5121",4,1,"1","1","0","0","0","51","17",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",2,"5121",4,2,"1","1","0","0","0","51","20",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",1,"5122",4,1,"1","1","0","0","0","72","16",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",1,"5123",4,1,"1","1","0","0","0","73","13",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",3,"5123",4,2,"1","1","0","0","0","73","14",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",1,"5124",4,1,"2","0","1","1","0","41","12",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",2,"5124",4,2,"2","0","1","1","0","41","12",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",1,"5125",2,1,"1","1","0","0","0","14","6",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","11/28/95",2,"5125",2,2,"1","1","0","0","0","14","7",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","11/28/95",1,"5126",4,1,"2","0","1","2","0","31","4",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/28/95",3,"5126",4,2,"2","0","1","2","0","31","4",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/28/95",1,"5127",4,1,"2","0","1","2","0","34","33",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/28/95",1,"5128",2,1,"1","1","0","0","0","22","25",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/28/95",1,"5129",2,1,"1","1","0","0","0","10","19",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/28/95",1,"5130",4,1,"1","1","0","0","0","50","17",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/28/95",3,"5130",4,2,"1","1","0","0","0","50","15",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/28/95",1,"5131",2,1,"1","1","0","0","0","9","13",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/28/95",1,"5132",4,1,"2","0","1","1","0","50","10",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/28/95",3,"5132",4,2,"2","0","1","1","0","50","8",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/28/95",1,"5133",4,1,"2","0","1","1","0","45","9",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/28/95",2,"5133",4,2,"2","0","1","1","0","45","6",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/28/95",3,"5133",4,2,"2","0","1","1","0","45","9",3,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/28/95",1,"5134",2,1,"2","0","1","2","0","21","8",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",2,"5135",4,1,"2","0","1","2","0","46","59",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",2,"5136",4,1,"2","0","1","1","0","35","58",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",2,"5137",4,1,"2","0","1","1","0","38","50",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",2,"5138",2,1,"1","1","0","0","0","12","45",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/28/95",2,"5139",4,1,"2","0","1","1","0","46","44",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/28/95",2,"5140",4,1,"2","0","1","1","0","40","39",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
