"SITE","DATE","TRAPDAY","TAG","SPECIES","FATE","SEX","TESTES","VAGINA","NIPPLES","PREGNANT","MASS","STATION","CAPNUM","SEASON","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","count"
"T4","11/05/13",3,"G2915",4,1,"1","1",NA,NA,NA,"62","17",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/05/13",3,"G2916",4,1,"2",NA,"1","1",NA,"56","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/05/13",3,"G2917",4,1,"2",NA,"1","1",NA,"47","73",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/05/13",3,"G2918",4,1,"1","1",NA,NA,NA,"66","60",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/05/13",3,"G2919",4,1,"2",NA,"1","1",NA,"65","59",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/05/13",3,"G2920",4,6,"1","1",NA,NA,NA,"68","49",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/05/13",3,"G2921",4,1,"2",NA,"1","1",NA,"48","46",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/05/13",3,"G2922",4,1,"1","1",NA,NA,NA,"66","45",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/05/13",3,"G2923",4,1,"1","1",NA,NA,NA,"43","38",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/05/13",3,"G2924",6,3,"2",NA,"1","2",NA,"150","5",1,"Autumn","Rodentia","Muridae","Rattus","norvegicus",1
"T1","11/17/93",3,"2928",4,1,"2","0","1","1","0","35","14",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/93",3,"2929",2,1,"1","3","0","0","0","11","12",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",3,"2930",2,1,"2","0","1","1","0","12","14",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",3,"2931",4,1,"1","1","0","0","0","47","17",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",3,"2932",4,1,"1","1","0","0","0","45","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",3,"2933",2,1,"1","3","0","0","0","16","19",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",3,"2934",4,1,"1","1","0","0","0","70","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",3,"2935",4,1,"1","1","0","0","0","60","22",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",3,"2936",4,1,"1","1","0","0","0","37","24",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",3,"2937",4,1,"1","1","0","0","0","45","26",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",3,"2938",4,1,"2","0","1","2","0","47","27",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",3,"2939",2,1,"1","3","0","0","0","10","29",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",3,"2940",4,1,"1","1","0","0","0","50","37",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","11/17/93",3,"2941",2,1,"1","2","0","0","0","12","61",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",3,"2944",6,1,"1","1","0","0","0","85","73",1,"Autumn","Rodentia","Muridae","Rattus","norvegicus",1
"T2","11/17/93",3,"2945",4,1,"1","1","0","0","0","62","75",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",3,"2947",4,1,"1","1","0","0","0","56","30",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",3,"2948",4,1,"2","0","1","1","0","43","26",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",3,"2949",4,1,"1","1","0","0","0","37","24",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",3,"2950",4,1,"2","0","1","1","0","46","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/21/92",3,"2951",2,1,"1","2","0","0","0","14","49",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/21/92",3,"2952",2,1,"1","3","0","0","0","21","44",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/21/92",3,"2953",2,1,"2","0","1","2","1","23","43",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/21/92",3,"2954",4,1,"2","0","1","2","0","45","40",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/21/92",3,"2955",4,1,"2","0","1","1","0","32","38",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/21/92",3,"2956",4,1,"1","2","0","0","0","77","34",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/21/92",3,"2957",2,1,"2","0","1","2","0","17","25",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/21/92",3,"2958",2,1,"1","1","0","0","0","15","23",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/21/92",3,"2959",2,1,"2","0","1","1","0","13","19",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/21/92",3,"2960",4,1,"2","0","1","1","0","37","17",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","04/18/93",2,"2960",4,2,"2","0","1","2","0","61","17",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/21/92",3,"2961",2,1,"2","0","1","1","0","11","12",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/21/92",3,"2962",2,1,"2","0","1","1","0","12","12",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/21/92",3,"2963",2,1,"2","0","1","2","1","28","9",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/21/92",3,"2964",2,1,"1","3","0","0","0","15","5",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/21/92",3,"2965",2,1,"1","3","0","0","0","21","7",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","04/18/93",1,"2966",2,1,"1","1","0","0","0","14","17",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","04/18/93",2,"2967",2,1,"2","0","2","1","0","16","11",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/18/93",2,"2968",2,1,"2","0","1","1","0","12","22",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","04/18/93",2,"2969",2,1,"2","0","1","1","0","14","17",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","09/15/15",1,"G2985",4,1,"2",NA,"1","1",NA,"57","19",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/15/15",1,"G2986",2,1,"2",NA,"1","1",NA,"12","9",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","09/15/15",2,"G2988",2,1,"2",NA,"1","1",NA,"10","24",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","09/15/15",2,"G2989",2,1,"1","2",NA,NA,NA,"16","21",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","09/15/15",2,"G2989",2,3,"1","2",NA,NA,NA,"16","14",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","11/17/93",3,"2992",2,1,"2","0","1","1","0","10","63",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","09/15/15",2,"G2992",4,1,"1","3",NA,NA,NA,"55","5",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3001",2,1,"1","1","0","0","0","14","15",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",1,"3001",2,2,"1","1","0","0","0","17","16",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",2,"3001",2,2,"1","1","0","0","0","17","17",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",3,"3001",2,2,"1","1","0","0","0","17","16",3,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","12/04/94",3,"3002",4,1,"1","1","0","0","0","35","16",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3003",2,1,"2","0","1","1","0","11","17",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",2,"3003",2,2,"2","0","1","1","0","14","16",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",3,"3003",2,2,"2","0","1","1","0","14","17",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","12/04/94",3,"3004",4,1,"1","1","0","0","0","54","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3005",4,1,"1","1","0","0","0","43","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3006",4,1,"1","1","0","0","0","53","25",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3007",4,1,"2","0","1","1","0","42","27",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3008",4,1,"1","1","0","0","0","71","29",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3009",4,1,"1","1","0","0","0","51","38",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3010",4,1,"1","1","0","0","0","39","40",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3011",4,1,"2","0","1","1","0","33","43",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3012",4,1,"1","1","0","0","0","79","44",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3013",4,1,"2","0","1","1","0","33","45",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3014",4,1,"1","1","0","0","0","66","56",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3015",2,1,"2","0","1","2","0","11","62",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","12/04/94",3,"3016",2,1,"1","1","0","0","0","13","69",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","12/04/94",3,"3017",4,1,"2","0","1","1","0","57","73",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3018",4,1,"2","0","1","1","0","39","79",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3019",4,1,"2","0","1","1","0","47","79",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"3020",4,1,"2","0","1","1","0","57","75",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/04/94",3,"3021",4,1,"1","1","0","0","0","53","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/04/94",3,"3022",4,1,"1","1","0","0","0","35","16",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/04/94",3,"3023",4,1,"2","0","1","2","0","42","7",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/04/94",3,"3025",4,1,"1","1","0","0","0","54","23",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/04/94",3,"3026",2,1,"2","0","1","1","0","11","13",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",1,"3027",2,1,"1","2","0","0","0","18","19",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",3,"3027",2,2,"1","2","0","0","0","18","19",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",1,"3028",2,1,"1","2","0","0","0","22","9",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",2,"3028",2,2,"1","2","0","0","0","22","7",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",3,"3028",2,2,"1","2","0","0","0","22","6",3,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/02/95",1,"3029",2,1,"1","1","0","0","0","19","9",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",2,"3030",2,1,"1","1","0","0","0","19","9",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",1,"3031",2,1,"2","0","1","2","0","16","16",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/02/95",1,"3032",4,1,"1","1","0","0","0","65","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/02/95",1,"3033",4,1,"1","1","0","0","0","79","4",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/02/95",2,"3033",4,2,"1","1","0","0","0","79","4",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","05/02/95",1,"3034",2,1,"1","1","0","0","0","16","15",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",1,"3035",4,1,"2","0","1","2","0","57","11",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/02/95",1,"3036",4,6,"2","0","1","2","0","64","21",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","05/02/95",1,"3037",2,1,"1","2","0","0","0","21","12",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",2,"3037",2,2,"1","2","0","0","0","21","11",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",3,"3037",2,2,"1","2","0","0","0","21","12",3,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/02/95",1,"3038",2,1,"1","1","0","0","0","20","3",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/02/95",2,"3038",2,2,"1","1","0","0","0","20","6",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/02/95",3,"3038",2,2,"1","1","0","0","0","20","2",3,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/02/95",1,"3039",2,1,"1","2","0","0","0","19","8",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/02/95",2,"3039",2,2,"1","2","0","0","0","19","4",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/02/95",2,"3040",2,1,"2","0","1","1","0","14","3",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/02/95",3,"3040",2,2,"2","0","1","1","0","14","3",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/02/95",2,"3041",4,1,"1","1","0","0","0","55","69",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","05/02/95",2,"3042",2,1,"1","1","0","0","0","7","14",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",2,"3043",2,1,"1","1","0","0","0","8","12",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",2,"3044",2,1,"1","1","0","0","0","17","19",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",3,"3044",2,2,"1","1","0","0","0","17","23",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",2,"3045",6,1,"2","0","2","2","0","170","5",1,"Spring","Rodentia","Muridae","Rattus","norvegicus",1
"T4","05/02/95",1,"3046",4,1,"1","2","0","0","0","73","17",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/02/95",3,"3046",4,2,"1","2","0","0","0","73","73",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/02/95",2,"3051",4,1,"2","0","1","1","0","58","9",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/02/95",3,"3051",4,2,"2","0","1","1","0","58","10",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","05/02/95",2,"3052",4,1,"1","3","0","0","0","68","79",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/02/95",2,"3054",4,1,"1","1","0","0","0","64","17",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","05/02/95",2,"3055",4,1,"1","1","0","0","0","69","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","05/02/95",3,"3055",4,2,"1","1","0","0","0","69","5",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/02/95",3,"3056",2,1,"1","1","0","0","0","16","13",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",1,"3057",4,1,"1","1","0","0","0","71","24",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/02/95",2,"3058",4,1,"1","1","0","0","0","24","21",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","05/02/95",3,"3059",2,1,"1","2","0","0","0","19","14",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/02/95",2,"3062",2,1,"1","1","0","0","0","16","9",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/02/95",2,"3063",2,1,"1","1","0","0","0","19","5",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",2,"3066",2,1,"2","0","1","2","0","13","69",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",2,"3068",2,6,"2","0","1","2","0","12","30",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",2,"3069",2,1,"1","3","0","0","0","17","68",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",3,"3069",2,2,"1","3","0","0","0","17","67",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/02/95",3,"3070",2,1,"2","0","1","2","0","19","6",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/02/95",3,"3071",4,1,"1","3","0","0","0","70","21",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/02/95",2,"3073",2,1,"1","1","0","0","0","19","3",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/02/95",3,"3073",2,2,"1","1","0","0","0","19","3",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",2,"3074",2,1,"2","0","1","2","0","18","19",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/02/95",3,"3076",4,1,"1","3","0","0","0","64","31",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/02/95",3,"3078",2,1,"2","0","1","2","0","15","22",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",3,"3079",2,1,"2","0","1","2","0","15","19",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",3,"3081",4,1,"1","3","0","0","0","61","60",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/02/95",3,"3082",2,1,"2","0","1","2","0","16","4",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/02/95",3,"3085",2,1,"1","1","0","0","0","14","23",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/02/95",3,"3087",2,1,"1","1","0","0","0","15","5",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",3,"3088",2,1,"1","1","0","0","0","17","9",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/02/95",3,"3090",4,1,"1","2","0","0","0","68","6",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/02/95",3,"3093",2,1,"1","3","0","0","0","13","23",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/02/95",3,"3094",2,1,"1","2","0","0","0","16","10",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T2","05/02/95",3,"3095",4,1,"1","3","0","0","0","81","61",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/03/14",1,"G3101",2,1,"2",NA,"1","1",NA,"14","43",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/03/14",1,"G3102",4,1,"2",NA,"1","1",NA,"64","14",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/03/14",2,"G3102",4,2,"2",NA,"1","1",NA,"64","16",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/03/14",1,"G3103",2,1,"1","2",NA,NA,NA,"14","3",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/03/14",3,"G3103",2,2,"1","2",NA,NA,NA,"14","3",2,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/03/14",1,"G3104",4,1,"1","3",NA,NA,NA,"97","4",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/03/14",3,"G3104",4,2,"1","3",NA,NA,NA,"97","6",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/03/14",1,"G3105",4,1,"2",NA,"1","1",NA,"62","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/03/14",2,"G3106",4,1,"1","3",NA,NA,NA,"63","72",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/03/14",2,"G3107",4,1,"1","3",NA,NA,NA,"84","67",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/03/14",3,"G3107",4,2,"1","3",NA,NA,NA,"84","67",2,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/03/14",2,"G3108",4,1,"1","3",NA,NA,NA,"73","7",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/03/14",2,"G3109",4,1,"2",NA,"1","1",NA,"59","1",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","05/03/14",2,"G3110",2,1,"1","1",NA,NA,NA,"16","101",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/03/14",2,"G3111",4,1,"2",NA,"1","2",NA,"80","15",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/03/14",2,"G3112",4,1,"1","3",NA,NA,NA,"79","7",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/03/14",2,"G3113",4,1,"1","1",NA,NA,NA,"77","6",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/03/14",2,"G3114",2,1,"2",NA,"1","2",NA,"16","3",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","05/03/14",2,"G3115",4,1,"1","3",NA,NA,NA,"64","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","05/03/14",2,"G3116",2,1,"1","3",NA,NA,NA,"19","9",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/03/14",3,"G3117",2,1,"1","2",NA,NA,NA,"16","71",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T1","05/03/14",3,"G3118",4,1,"1","1",NA,NA,NA,"60","7",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/03/14",3,"G3119",4,1,"1","2",NA,NA,NA,"90","7",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","05/03/14",3,"G3120",4,1,"2",NA,"1","2",NA,"79","5",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","05/03/14",3,"G3121",4,1,"2",NA,"2","1",NA,"17","16",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","05/03/14",3,"G3122",2,1,"2",NA,"1","1",NA,"13","10",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","05/03/14",3,"G3123",2,1,"1","1",NA,NA,NA,"15","9",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","09/26/14",1,"G3124",4,1,"1","1",NA,NA,NA,"49","26",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/26/14",1,"G3126",4,1,"2",NA,"1","2",NA,"58","20",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/26/14",1,"G3127",2,1,"2",NA,"1","1",NA,"12","13",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","09/26/14",1,"G3128",4,1,"1","1",NA,NA,NA,"48","76",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","09/26/14",1,"G3129",4,1,"1","1",NA,NA,NA,"49","73",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","09/26/14",1,"G3130",4,1,"1","1",NA,NA,NA,"58","72",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/26/14",2,"G3131",4,1,"1","1",NA,NA,NA,"64","20",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/26/14",2,"G3132",2,1,"1","1",NA,NA,NA,"19","16",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","09/26/14",2,"G3133",2,1,"1","3",NA,NA,NA,"18","10",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","09/26/14",3,"G3133",2,2,"1","3",NA,NA,NA,"18","13",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","09/26/14",2,"G3134",2,1,"2",NA,"1","2",NA,"19","9",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","09/26/14",2,"G3135",4,1,"2",NA,"1","2","1","65","16",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","09/26/14",3,"G3135",4,2,"2",NA,"1","2","1","65","16",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","09/26/14",2,"G3136",4,6,"2",NA,"1","1",NA,"22","77",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","09/26/14",2,"G3137",4,6,"1","3",NA,NA,NA,"57","73",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","09/26/14",3,"G3138",4,1,"2",NA,"1","2",NA,"52","5",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/26/14",3,"G3139",4,1,"2",NA,"1","2",NA,"45","20",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/26/14",3,"G3140",4,1,"1","3",NA,NA,NA,"54","19",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/26/14",3,"G3141",4,1,"1","3",NA,NA,NA,"58","16",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","09/26/14",3,"G3142",2,1,"1","3",NA,NA,NA,"21","12",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","03/22/15",1,"G3144",3,6,"1","1",NA,NA,NA,"44","22",1,"Spring","Rodentia","Cricetidae","Microtus","pennsylvanicus",1
"T5","03/22/15",1,"G3145",2,1,"1","1",NA,NA,NA,"11","17",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T4","03/22/15",1,"G3146",4,1,"2",NA,"1","1",NA,"55","16",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/22/15",1,"G3147",4,1,"1","1",NA,NA,NA,"67","11",1,"Spring","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","03/22/15",1,"G3148",2,1,"1","1",NA,NA,NA,"15","2",1,"Spring","Rodentia","Muridae","Mus","musculus",1
